,Duration,Loglik,Loglikprior,MSE,PseudoParams,Samples,Trial
0,1421.2606739997864,-10.06036640195305,-9.872891718726178,0.054924452630884565,10,50,0
1,2527.998076915741,25.643110397002587,188.53665908244207,0.008124682090404019,50,50,0
2,3014.8242070674896,12.13269422129757,440.70240633254775,0.014948413311871512,100,50,0
3,2651.7909948825836,20.24595124360565,24.66928780578823,0.015895275900075088,10,50,1
4,2262.907783985138,23.254013036489713,164.23196960888473,0.018610856660559172,50,50,1
5,3021.825747013092,-19.023564413730536,391.01249521703454,0.015796619482526836,100,50,1
